SeqID	Seq start	Seq stop	Seq length	Domain ID	Model ID	Model start	Model stop	Model size	E-value	Biscore	Accuracy	Species of the template used for the model
YP_500880.1	1853	1920	2478	PF07564	Q2FW95_STAA8_1853-1920	1	68	68	4e-44	146.1	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	1926	1997	2478	PF07564	Q2FW95_STAA8_1926-1997	1	72	72	7.6e-48	157.8	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500880.1	1992	2067	2478	PF07564	HMMer-3	1	75	77	0.00014	19.3	0.96	HMMer-3 model
YP_500881.1	2	139	451	PF02878	HMMer-3	2	134	138	1.6e-43	145.1	0.97	HMMer-3 model
YP_500881.1	160	255	451	PF02879	J1GQH2_9ACTO_163-259	2	96	96	1.3e-20	71.2	0.98	Actinomyces massiliensis F0489
YP_500881.1	259	371	451	PF02880	HMMer-3	1	114	114	1.1e-33	113.2	0.95	HMMer-3 model
YP_500881.1	368	443	451	PF00408	D0YZX3_PHODD_361-442	2	75	75	2.9e-19	66.7	0.89	Photobacterium damselae subsp. damselae CIP 102761
YP_500882.1	40	127	310	PF07949	A0A0H4L923_9LACO_40-133	2	87	87	1.7e-20	70.7	0.96	Lactobacillus farciminis
YP_500882.1	135	221	310	PF07949	A8AWM4_STRGC_141-228	2	86	87	3.6e-16	56.6	0.97	Streptococcus gordonii str. Challis
YP_500882.1	229	309	310	PF07949	Q99ZW9_STRP1_237-313	1	76	78	5.9e-21	71.9	0.96	Streptococcus pyogenes serotype M1
YP_500883.1	114	241	269	PF02457	C5J693_MYCCR_12-144	2	127	128	1.2e-46	154.9	0.98	Mycoplasma conjunctivae HRC/581
YP_500884.1	6	290	302	PF00491	A0A0D1XYY7_ANEMI_7-299	2	273	274	2e-88	293.7	0.97	Aneurinibacillus migulanus
YP_500888.1	2	61	61	PF17922	A0A285TP75_9BACI_5-115	26	73	111	0.00027	18.5	0.91	Ureibacillus xyleni
YP_500890.1	20	409	480	PF07690	Q2K430_RHIEC_29-429	2	393	393	8.5e-81	269.4	0.97	Rhizobium etli CFN 42
YP_500891.1	13	156	157	PF17080	B9E9V9_MACCJ_10-153	1	144	144	6.5e-72	238.0	0.99	Macrococcus caseolyticus JCSC5402
YP_500892.1	16	397	447	PF07690	E2Q1Z2_STRC2_45-439	1	388	388	3e-68	228.0	0.93	Streptomyces clavuligerus
YP_500893.1	23	220	227	PF03006	R7GDH0_9FIRM_11-209	4	207	208	1.8e-33	113.6	0.97	Eubacterium dolichum CAG:375
YP_500894.1	78	377	395	PF01704	Q5HM59_STAEQ_28-379	2	292	293	1.6e-105	350.1	0.99	Staphylococcus epidermidis RP62A
YP_500895.1	1	156	171	PF04307	Q5HM58_STAEQ_1-165	1	142	146	2e-40	135.0	0.98	Staphylococcus epidermidis RP62A
YP_500896.1	4	84	86	PF10882	A0A089MFJ1_9BACL_4-85	2	76	77	1.7e-28	95.7	0.97	Paenibacillus sp. FSL R7-0331
YP_500897.1	10	78	397	PF15128	HMMer-3	23	64	92	0.001	16.2	0.81	HMMer-3 model
YP_500897.1	92	176	397	PF07670	B9E9U9_MACCJ_125-227	1	85	85	1.6e-30	102.3	0.98	Macrococcus caseolyticus JCSC5402
YP_500898.1	20	319	322	PF01032	E6MAC1_STALU_15-320	2	299	299	6.3e-91	301.9	0.99	Staphylococcus lugdunensis M23590
YP_500899.1	30	338	343	PF01032	HMMer-3	2	312	312	3.7e-99	329.0	0.98	HMMer-3 model
YP_500900.1	57	298	327	PF01497	F5SKR1_9BACL_57-300	1	233	236	4.5e-51	170.9	0.87	Desmospora sp. 8437
YP_500901.1	1	41	41	PF02355	A0A0B5FFM8_9DELT_345-523	48	86	165	0.00053	17.2	0.94	Geoalkalibacter subterraneus
YP_500902.1	6	220	356	PF01168	Q98B74_RHILO_8-227	1	212	212	4.5e-28	96.1	0.95	Mesorhizobium japonicum MAFF 303099
YP_500902.1	238	332	356	PF14031	U5W921_9ACTN_294-374	16	70	84	0.00065	17.8	0.81	Actinoplanes friuliensis DSM 7358
YP_500903.1	160	384	585	PF04183	Q49ZC4_STAS1_156-385	1	222	223	3.2e-57	191.1	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500903.1	413	568	585	PF06276	Q2FW72_STAA8_412-573	2	155	156	1.4e-37	127.0	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500904.1	2	377	397	PF05977	A0ZD35_NODSP_11-422	7	380	383	8.4e-66	219.6	0.93	Nodularia spumigena CCY9414
YP_500905.1	193	437	658	PF04183	HMMer-3	1	232	239	6.1e-57	190.3	0.92	HMMer-3 model
YP_500905.1	469	656	658	PF06276	D3FRT2_BACPE_391-578	2	175	176	3.7e-44	148.4	0.87	Bacillus pseudofirmus OF4
YP_500909.1	39	145	169	PF03780	HMMer-3	3	108	108	1.1e-34	116.4	0.97	HMMer-3 model
YP_500910.1	21	66	79	PF10031	G5F597_9ACTN_57-104	3	46	46	2.3e-16	56.8	0.97	Olsenella sp. oral taxon 809 str. F0356
YP_500911.1	3	80	178	PF07695	I2GQL8_9BACT_191-407	25	96	203	0.00025	18.5	0.8	Fibrisoma limi BUZ 3
YP_500911.1	76	170	178	PF03780	R6UER7_9CLOT_73-172	6	91	92	2.3e-11	41.7	0.84	Clostridium sp. CAG:465
YP_500912.1	9	491	520	PF02028	HMMer-3	1	485	485	8.4e-189	625.4	0.99	HMMer-3 model
YP_500913.1	30	125	333	PF08240	Q0K2F2_CUPNH_28-125	2	96	97	9.8e-20	68.3	0.96	Cupriavidus necator H16
YP_500913.1	120	331	333	PF16912	A0A075JS05_9BACI_137-337	1	186	186	4.8e-30	102.6	0.83	Virgibacillus sp. SK37
YP_500914.1	4	111	333	PF16884	HMMer-3	1	108	108	3.4e-35	117.6	0.98	HMMer-3 model
YP_500914.1	123	330	333	PF16912	K2DF91_9BACT_133-319	2	184	184	1.8e-41	139.7	0.83	uncultured bacterium (gcode 4)
YP_500915.1	40	294	294	PF06028	HMMer-3	3	255	255	7.7e-104	343.9	0.99	HMMer-3 model
YP_500916.1	1	469	470	PF00232	HMMer-3	2	452	453	1.3e-176	584.8	0.98	HMMer-3 model
YP_500917.1	29	349	570	PF02378	G1WHL4_9ACTN_28-355	1	319	319	8e-100	331.6	0.98	Collinsella tanakaei YIT 12063
YP_500917.1	469	562	570	PF02302	D8MWD1_ERWBE_3-99	1	92	93	1e-22	77.9	0.96	Erwinia billingiae Eb661
YP_500918.1	9	101	103	PF02255	I7LS20_9LACT_34-127	2	93	93	1.4e-33	112.2	0.98	Lactococcus raffinolactis 4877
YP_500919.1	16	316	326	PF09863	K2QAF8_9RHIZ_323-631	2	255	256	1e-83	278.0	0.96	Agrobacterium albertimagni AOL15
YP_500920.1	5	296	310	PF00294	HMMer-3	4	297	302	4.8e-65	217.2	0.96	HMMer-3 model
YP_500921.1	3	141	171	PF02502	HMMer-3	1	139	139	9.6e-43	142.9	0.99	HMMer-3 model
YP_500922.1	3	138	142	PF02502	B6G8B2_9ACTN_26-161	1	138	138	1.8e-38	128.9	0.99	Collinsella stercoris DSM 13279
YP_500923.1	18	74	263	PF08220	HMMer-3	1	56	57	1.4e-23	79.8	0.98	HMMer-3 model
YP_500923.1	87	246	263	PF00455	HMMer-3	2	159	160	2.2e-48	161.6	0.98	HMMer-3 model
YP_500924.1	26	200	246	PF02146	Q4A0Z4_STAS1_23-198	1	174	175	7.4e-56	186.2	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_500926.1	165	202	202	PF13021	HMMer-3	1	38	38	7.6e-14	48.9	0.99	HMMer-3 model
YP_500928.1	12	255	282	PF00248	A0A0M9VM30_9MICO_10-258	1	242	244	2.3e-87	289.9	0.99	Microbacterium chocolatum
YP_500929.1	1	72	138	PF13411	A0A0F5VZD7_9ACTN_8-86	1	69	72	5.3e-23	78.3	0.96	Streptomyces sp. WM6386
YP_500929.1	65	134	138	PF09728	S9UUH7_9TRYP_33-180	16	69	147	1.1e-05	22.9	0.92	Angomonas deanei
YP_500931.1	56	401	807	PF08124	HMMer-3	1	323	324	3.2e-90	299.7	0.94	HMMer-3 model
YP_500931.1	444	694	807	PF02278	Q59801_STAA8_442-694	1	247	248	7e-77	255.9	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500931.1	706	776	807	PF02884	Q59801_STAA8_706-776	1	71	71	2.2e-51	169.3	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500932.1	159	254	284	PF01551	A0QP24_MYCS2_233-346	3	88	89	1e-25	87.7	0.94	Mycolicibacterium smegmatis MC2 155
YP_500933.1	3	256	271	PF05116	Q2FW52_STAA8_2-257	1	229	237	1.6e-30	104.1	0.89	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500935.1	5	223	234	PF03306	HMMer-3	1	218	219	2.1e-75	250.1	0.98	HMMer-3 model
YP_500936.1	6	175	554	PF02776	HMMer-3	2	170	172	1.2e-50	168.8	0.98	HMMer-3 model
YP_500936.1	192	327	554	PF00205	HMMer-3	1	135	137	1.1e-26	90.5	0.89	HMMer-3 model
YP_500936.1	388	534	554	PF02775	HMMer-3	1	153	153	1.9e-44	148.5	0.98	HMMer-3 model
YP_500938.1	3	60	60	PF07694	D3FTN9_BACPE_18-183	60	103	129	2.6e-05	21.5	0.91	Bacillus pseudofirmus OF4
YP_500939.1	101	205	468	PF17652	G5ACU3_PHYSP_361-681	239	302	329	0.00033	17.4	0.87	Phytophthora sojae strain P6497
YP_500940.1	138	362	378	PF00493	A0A0B2UHQ1_9MICR_273-609	2	198	215	3.9e-29	99.1	0.87	Ordospora colligata OC4
YP_500942.1	42	127	231	PF14573	U6GLT9_EIMAC_24-92	23	70	80	0.00054	17.3	0.8	Eimeria acervulina
YP_500943.1	1	72	97	PF18135	A0A0P1GKT2_9RHOB_1-75	1	74	74	2.9e-29	98.2	0.96	Tropicibacter naphthalenivorans
YP_500944.1	106	365	365	PF18135	A0A290Q220_9LACT_1203-1537	6	262	335	3.9e-69	230.7	0.95	Lactococcus raffinolactis
YP_500946.1	12	132	132	PF00380	C6VTT8_DYAFD_8-128	1	121	121	2.7e-48	160.7	1.0	Dyadobacter fermentans DSM 18053
YP_500947.1	15	139	145	PF00572	HMMer-3	1	125	125	1.1e-54	181.4	0.99	HMMer-3 model
YP_500948.1	5	244	267	PF01416	A0A0E0LEC8_ORYPU_131-355	3	224	226	2.2e-60	201.5	0.88	Oryza punctata
YP_500949.1	14	256	268	PF02361	R6HKP9_9FIRM_13-259	1	240	242	1e-74	248.2	0.99	Oscillibacter sp. CAG:241
YP_500950.1	4	236	286	PF09818	L0HHS6_METFS_108-454	1	195	196	1.5e-50	168.9	0.85	Methanoregula formicica SMSP
YP_500951.1	34	231	269	PF09818	D7CMK6_SYNLT_4-453	1	187	189	1.8e-47	159.2	0.94	Syntrophothermus lipocalidus DSM 12680
YP_500952.1	16	122	122	PF01196	R6Y0W1_9FIRM_18-120	1	101	101	2.4e-40	134.9	0.95	Firmicutes bacterium CAG:313
YP_500953.1	52	226	314	PF01000	F0NYA8_WEEVC_53-247	3	177	178	9.1e-59	195.3	0.97	Weeksella virosa DSM 16922
YP_500953.1	239	305	314	PF03118	HMMer-3	2	66	67	3.6e-29	97.7	0.96	HMMer-3 model
YP_500954.1	19	128	129	PF00411	HMMer-3	1	110	110	1.4e-51	170.9	1.0	HMMer-3 model
YP_500955.1	3	110	121	PF00416	G2XP80_BOTF4_3-111	1	108	108	2e-41	138.2	0.99	Botrytis cinerea T4
YP_500956.1	1	37	37	PF00444	HMMer-3	1	38	38	1.8e-20	70.2	1.0	HMMer-3 model
YP_500957.1	7	70	72	PF01176	A8Z686_SULMW_7-70	1	64	64	8.1e-37	122.2	0.99	Candidatus Sulcia muelleri GWSS
YP_500958.1	5	212	215	PF00406	G3UZ50_MOUSE_36-311	1	181	182	5.4e-65	215.9	0.96	Mus musculus
YP_500959.1	69	410	430	PF00344	O08387_STAA8_69-412	1	322	322	1.7e-109	363.4	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_500960.1	18	145	146	PF00828	N6UF61_DENPD_34-169	1	133	135	4.5e-50	166.9	0.96	Dendroctonus ponderosae
YP_500961.1	4	58	59	PF00327	I3YGB4_THIV6_7-61	1	55	55	1.7e-28	95.3	0.98	Thiocystis violascens DSM 198
YP_500962.1	11	75	166	PF00333	HMMer-3	1	65	65	5.1e-31	103.9	0.98	HMMer-3 model
YP_500962.1	86	157	166	PF03719	HMMer-3	1	72	72	1e-33	112.0	0.99	HMMer-3 model
YP_500963.1	5	119	119	PF00861	HMMer-3	2	116	116	1.1e-47	158.6	0.98	HMMer-3 model
YP_500964.1	11	82	178	PF00347	F9EKK4_FUSNU_11-82	1	72	72	4.5e-25	85.6	0.99	Fusobacterium nucleatum subsp. animalis ATCC 51191
YP_500964.1	90	165	178	PF00347	Q0AUJ5_SYNWW_90-165	1	75	76	8.5e-34	113.1	0.99	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311
YP_500965.1	5	132	132	PF00410	HMMer-3	1	127	127	1.3e-54	180.9	0.98	HMMer-3 model
YP_500966.2	9	60	61	PF00253	HMMer-3	1	54	54	1.2e-25	86.4	0.97	HMMer-3 model
YP_500967.1	24	80	179	PF00281	HMMer-3	1	57	57	1.5e-29	99.5	0.99	HMMer-3 model
YP_500967.1	84	177	179	PF00673	HMMer-3	1	94	94	7.4e-43	142.0	1.0	HMMer-3 model
YP_500968.1	5	42	105	PF00467	B2FQJ5_STRMK_7-42	1	38	38	9.1e-17	58.2	0.98	Stenotrophomonas maltophilia K279a
YP_500968.1	38	101	105	PF17136	HMMer-3	1	65	65	1.3e-31	106.1	0.98	HMMer-3 model
YP_500969.1	1	122	122	PF00238	HMMer-3	1	122	122	2.1e-54	180.2	0.99	HMMer-3 model
YP_500970.1	12	79	87	PF00366	HMMer-3	1	68	68	2.5e-32	108.2	0.99	HMMer-3 model
YP_500971.1	4	60	69	PF00831	P0CD87_CHLTR_9-66	1	58	58	4e-25	84.9	0.98	Chlamydia trachomatis D/UW-3/CX
YP_500972.1	4	132	144	PF00252	A0A0G0K3I9_9BACT_4-132	1	129	129	3.6e-59	195.9	1.0	Candidatus Falkowbacteria bacterium GW2011_GWE1_38_31
YP_500973.1	37	110	217	PF07650	D2RE60_ARCPA_16-89	1	73	74	3.7e-26	88.6	0.98	Archaeoglobus profundus DSM 5631
YP_500973.1	119	201	217	PF00189	HMMer-3	1	83	83	4.5e-39	130.2	1.0	HMMer-3 model
YP_500974.1	8	108	117	PF00237	C1GGL3_PARBD_177-331	2	100	101	6.4e-35	117.0	0.98	Paracoccidioides brasiliensis Pb18
YP_500975.1	3	82	92	PF00203	A0A0G0IGN3_9BACT_3-80	1	76	77	8.4e-42	138.4	0.97	Candidatus Shapirobacteria bacterium GW2011_GWE1_38_10
YP_500976.1	42	118	277	PF00181	HMMer-3	1	77	77	2.4e-35	117.7	0.99	HMMer-3 model
YP_500976.1	125	251	277	PF03947	HMMer-3	1	126	126	4.8e-58	192.2	0.99	HMMer-3 model
YP_500977.1	5	89	91	PF00276	HMMer-3	1	82	86	7.4e-33	110.2	0.97	HMMer-3 model
YP_500978.1	17	205	207	PF00573	HMMer-3	1	191	192	1.8e-72	240.4	0.99	HMMer-3 model
YP_500979.1	7	215	220	PF00297	A5EX82_DICNV_7-212	1	202	203	2e-76	253.7	0.95	Dichelobacter nodosus VCS1703A
YP_500981.1	1	365	392	PF00860	A0A059MVB4_9NOCA_32-486	31	411	412	3.9e-115	382.5	0.91	Rhodococcus aetherivorans
YP_500982.1	3	142	711	PF01751	E1VBC4_HALED_2-140	2	137	138	1.3e-36	123.5	0.94	Halomonas elongata DSM 2581
YP_500982.1	154	565	711	PF01131	J7IXX1_DESMD_151-584	2	397	400	1.1e-112	374.4	0.97	Desulfosporosinus meridiei DSM 13257
YP_500982.1	598	632	711	PF01396	A0A0N0I6U1_9BACI_51-88	1	32	33	4.1e-11	40.0	0.95	Geobacillus sp. BCO2
YP_500982.1	636	681	711	PF01396	J3JB22_9LACO_608-642	1	34	40	1.7e-12	44.6	0.91	Lactobacillus coryniformis subsp. coryniformis CECT 5711
YP_500984.1	32	135	295	PF18014	A0A1S3HBF0_LINUN_173-281	22	103	109	0.0001	19.6	0.84	Lingula anatina
YP_500984.1	147	277	295	PF12746	A4BB40_9GAMM_89-233	13	130	133	7e-12	43.4	0.9	Reinekea blandensis MED297
YP_500985.1	7	286	287	PF06800	HMMer-3	1	279	281	2.1e-99	329.7	0.99	HMMer-3 model
YP_500987.1	1	252	296	PF03547	A0A0D3HHL1_9ORYZ_297-628	7	262	263	1.8e-36	123.1	0.87	Oryza barthii
YP_500988.1	2	54	54	PF16360	Q16ZN7_AEDAE_214-281	11	62	69	0.00023	18.9	0.87	Aedes aegypti
YP_500990.1	9	1045	1055	PF00873	Q129P9_POLSJ_3-1076	2	986	986	3.2e-249	827.3	0.92	Polaromonas sp. JS666
YP_500991.1	6	405	421	PF02388	HMMer-3	1	403	405	1.6e-81	271.6	0.95	HMMer-3 model
YP_500993.1	5	192	254	PF13468	HMMer-3	1	175	176	8.1e-31	104.8	0.83	HMMer-3 model
YP_500994.1	30	133	146	PF03965	G4L0W8_OSCVS_8-118	3	102	103	1.7e-17	61.0	0.96	Oscillibacter valericigenes Sjm18-20
YP_500995.1	15	396	403	PF05977	B1W4H1_STRGG_21-440	2	391	393	4.4e-52	174.7	0.91	Streptomyces griseus subsp. griseus NBRC 13350
YP_500996.1	28	115	116	PF03965	Q5ZV22_LEGPH_21-135	2	77	103	5e-11	40.4	0.94	Legionella pneumophila subsp. pneumophila str. Philadelphia 1
YP_501000.1	18	197	340	PF04055	Q9KNS0_VIBCH_114-297	1	169	169	1e-47	159.7	0.85	Vibrio cholerae O1 biovar El Tor str. N16961
YP_501000.1	189	318	340	PF06463	HMMer-3	1	127	128	4.3e-39	130.8	0.96	HMMer-3 model
YP_501001.1	3	194	199	PF12804	J2L8R1_9BURK_18-211	1	169	170	3.2e-29	99.7	0.85	Polaromonas sp. CF318
YP_501002.1	3	77	77	PF02597	X2GV79_9BACI_4-77	1	75	75	2.3e-20	70.6	0.99	Lysinibacillus varians
YP_501003.1	6	118	148	PF02391	HMMer-3	2	112	113	8.8e-36	120.0	0.97	HMMer-3 model
YP_501004.1	2	121	161	PF03205	Q2FVY1_STAA8_2-133	1	117	119	6.4e-38	127.1	0.97	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501005.1	9	173	419	PF03453	Q1YLD8_AURMS_24-194	1	168	168	1.6e-47	158.8	0.94	Aurantimonas manganoxydans SI85-9A1
YP_501005.1	186	323	419	PF00994	B4H319_DROPE_369-507	1	131	132	1.5e-36	122.5	0.99	Drosophila persimilis
YP_501005.1	337	408	419	PF03454	HMMer-3	1	71	72	2.5e-13	47.4	0.95	HMMer-3 model
YP_501006.1	15	153	164	PF01967	F4PF03_BATDJ_16-154	1	139	139	1.7e-57	191.0	1.0	Batrachochytrium dendrobatidis JAM81
YP_501007.1	16	156	168	PF00994	E0MP71_9RHOB_16-159	1	137	138	2.5e-36	122.0	0.95	Ahrensia sp. R2A130
YP_501008.1	14	208	334	PF00899	Q49ZJ4_STAS1_6-244	2	188	188	1.3e-58	195.4	0.98	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_501008.1	271	333	334	PF00352	F0LJM3_THEBM_312-379	5	59	63	2e-13	47.3	0.91	Thermococcus barophilus MP
YP_501009.1	18	197	201	PF10443	A0A015MSK1_9GLOM_358-599	7	176	177	6.9e-42	141.0	0.92	Rhizophagus irregularis DAOM 197198w
YP_501010.1	6	215	223	PF00528	E3I5Q3_RHOVT_13-228	2	197	198	9.3e-39	130.6	0.96	Rhodomicrobium vannielii ATCC 17100
YP_501011.1	37	260	260	PF13531	Q18KA0_HALWD_55-339	3	237	238	1.3e-50	169.8	0.93	Haloquadratum walsbyi DSM 16790
YP_501012.1	28	260	265	PF02634	Q2FVX3_STAA8_27-261	2	233	233	6.7e-74	245.9	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501013.1	4	99	256	PF18467	U5SG11_9LACT_2-98	1	96	96	2.1e-33	111.8	0.99	Carnobacterium inhibens subsp. gilichinskyi
YP_501013.1	116	244	256	PF12746	Q18BU5_PEPD6_36-259	5	129	133	1.6e-15	55.2	0.88	Clostridioides difficile 630
YP_501014.1	31	173	184	PF02632	B1N043_LEUCK_27-173	2	144	146	1.3e-36	123.2	0.97	Leuconostoc citreum KM20
YP_501015.1	3	288	313	PF01156	Q2FVX0_STAA8_3-303	1	263	266	1.6e-62	209.0	0.95	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501016.1	53	274	302	PF01497	B9DLX6_STACT_52-282	2	223	223	6.7e-41	137.7	0.95	Staphylococcus carnosus subsp. carnosus TM300
YP_501019.1	1	288	296	PF03253	HMMer-3	4	290	292	1.4e-82	274.4	0.99	HMMer-3 model
YP_501020.1	1	99	100	PF00547	HMMer-3	1	99	99	2.3e-47	156.7	1.0	HMMer-3 model
YP_501021.1	3	100	136	PF00699	HMMer-3	1	97	98	2.7e-44	146.5	0.99	HMMer-3 model
YP_501022.1	3	123	571	PF00449	I0JR94_HALH3_3-121	2	119	119	3.4e-52	173.2	0.97	Halobacillus halophilus DSM 2266
YP_501022.1	129	396	571	PF01979	A0A0J7ZLW7_STRVR_165-441	1	267	268	4.1e-143	472.8	0.99	Streptomyces viridochromogenes
YP_501022.1	398	457	571	PF07969	G0REW9_HYPJQ_454-526	11	61	62	1.5e-08	31.8	0.84	Trichoderma reesei QM6a
YP_501023.1	18	71	150	PF02814	F9DU23_9BACL_14-72	2	55	55	1.4e-27	92.5	0.97	Sporosarcina newyorkensis 2681
YP_501023.1	79	144	150	PF05194	Q9RHM3_CORGL_79-157	1	66	66	7.2e-24	80.6	0.98	Corynebacterium glutamicum ATCC 13032
YP_501024.1	28	185	229	PF01730	M4ZXT1_9ACTN_24-177	1	155	156	8.3e-33	111.4	0.98	Ilumatobacter coccineus YM16-304
YP_501025.1	5	178	204	PF02492	HMMer-3	3	175	177	4.2e-39	131.3	0.93	HMMer-3 model
YP_501026.1	48	251	278	PF01774	A3DGF4_CLOTH_49-252	2	195	197	1e-52	176.3	0.98	Hungateiclostridium thermocellum ATCC 27405
YP_501027.1	30	115	115	PF03965	D6S5U6_9LACO_21-135	1	81	102	1e-10	39.4	0.89	Lactobacillus jensenii JV-V16
YP_501029.1	11	104	108	PF14470	Q49VT5_STAS1_11-104	1	94	94	7.6e-44	145.7	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_501030.1	29	100	247	PF03444	I3EBU3_BACMT_2-87	1	70	71	2.5e-05	21.7	0.96	Bacillus methanolicus MGA3
YP_501030.1	154	245	247	PF03965	A0A0G1I6A2_9BACT_6-119	1	79	104	7e-10	36.5	0.89	Microgenomates group bacterium GW2011_GWC1_44_23
YP_501031.1	21	134	651	PF02311	A0A0A1SAS9_9FLAO_28-152	12	73	111	5.9e-07	27.4	0.8	Chryseobacterium oranimense G311
YP_501031.1	166	245	651	PF12833	HMMer-3	3	81	81	3.4e-15	53.5	0.95	HMMer-3 model
YP_501032.1	164	242	267	PF05257	Q49ZM2_STAS1_45-128	1	79	79	1e-33	113.1	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_501034.1	1	141	466	PF02447	G6XH64_9PROT_14-471	199	336	401	3.8e-15	53.0	0.89	Gluconobacter morbifer G707
YP_501034.1	158	452	466	PF03553	C7RE10_ANAPD_167-460	1	275	276	3.1e-72	240.8	0.97	Anaerococcus prevotii DSM 20548
YP_501035.1	1	45	360	PF13738	HMMer-3	166	204	305	6.2e-05	19.7	0.91	HMMer-3 model
YP_501035.1	55	342	360	PF10100	Q2FVE6_STAA8_1-397	3	296	296	2.7e-57	191.6	0.93	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501036.1	20	140	140	PF09685	A0A0F0LWM0_9MICO_30-139	2	109	109	1e-30	103.5	0.83	Microbacterium ginsengisoli
YP_501037.1	62	140	166	PF05257	Q49ZM2_STAS1_45-128	1	79	79	1.9e-33	112.3	0.99	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292
YP_501039.1	40	305	317	PF00389	B9DLV6_STACT_4-319	3	263	266	3e-93	309.1	0.98	Staphylococcus carnosus subsp. carnosus TM300
YP_501040.1	1	328	374	PF01494	A0A0A2JEA7_PENEN_5-372	1	353	354	4.9e-76	254.2	0.85	Penicillium expansum
YP_501041.1	68	195	212	PF01832	E8SEU0_STAPH_1234-1372	1	126	128	3.8e-50	166.9	0.98	Staphylococcus pseudintermedius HKU10-03
YP_501043.1	1	87	157	PF16810	V9EUY7_PHYPR_1-170	64	134	171	0.0001	19.6	0.83	Phytophthora parasitica P1569
YP_501043.1	122	155	157	PF07849	E6M9Z5_STALU_116-154	1	34	34	6.6e-15	51.8	0.97	Staphylococcus lugdunensis M23590
YP_501044.1	3	78	984	PF13510	I7GYU6_9HELI_1-77	5	74	76	2.3e-19	66.6	0.96	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
YP_501044.1	84	116	984	PF10588	Q4JBU3_SULAC_83-123	2	30	41	1.1e-11	41.4	0.94	Sulfolobus acidocaldarius DSM 639
YP_501044.1	141	209	984	PF14697	K2DF18_9BACT_3-66	2	53	55	1.3e-14	51.4	0.87	uncultured bacterium (gcode 4)
YP_501044.1	257	311	984	PF04879	HMMer-3	1	55	55	2.4e-19	66.4	0.97	HMMer-3 model
YP_501044.1	314	737	984	PF00384	F4B6H4_ACIHW_311-736	1	424	425	1.1e-131	437.2	0.99	Acidianus hospitalis W1
YP_501044.1	821	932	984	PF01568	A0A0F4JSE9_9ACTN_620-723	2	107	108	7.5e-21	71.9	0.94	Streptomyces katrae
YP_501045.1	82	228	307	PF03816	Q2FVV8_STAA8_82-228	1	145	146	5e-56	186.7	0.99	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501046.1	8	253	265	PF00459	D5E0C6_BACMQ_4-264	17	245	246	2.7e-49	165.4	0.93	Bacillus megaterium QM B1551
YP_501047.1	8	60	230	PF08279	E6K5M6_9BACT_9-64	3	53	53	5e-16	55.5	0.95	Prevotella buccae ATCC 33574
YP_501049.1	145	234	245	PF02517	Q2FVV4_STAA8_139-234	2	89	90	7.3e-21	71.8	0.98	Staphylococcus aureus subsp. aureus NCTC 8325
YP_501050.2	68	105	109	PF02958	E9J6W7_SOLIN_1-45	8	40	45	0.00061	17.2	0.91	Solenopsis invicta
YP_501051.1	2	78	290	PF01418	HMMer-3	2	74	77	3.2e-20	69.3	0.97	HMMer-3 model
YP_501051.1	126	253	290	PF01380	K0PLW4_9RHIZ_145-272	1	124	124	3.1e-24	82.4	0.96	Rhizobium mesoamericanum STM3625
YP_501052.1	14	459	459	PF00324	HMMer-3	2	455	479	3.7e-103	343.0	0.91	HMMer-3 model
YP_501053.1	28	116	118	PF12679	F2RE91_STRVP_29-229	69	138	195	3.3e-05	20.9	0.83	Streptomyces venezuelae ATCC 10712
YP_501054.1	8	61	61	PF10935	D3Q2X2_STANL_97-254	3	53	154	1.8e-05	22.1	0.93	Stackebrandtia nassauensis DSM 44728
YP_501055.1	1	62	63	PF16927	D8EWI1_9DELT_9-228	125	180	215	0.00039	17.9	0.86	delta proteobacterium NaphS2
YP_501056.1	6	179	211	PF13419	A6L6D0_BACV8_6-185	1	177	179	3.5e-41	138.8	0.9	Bacteroides vulgatus ATCC 8482
